tournamentId,matchNum,teamId,rank
1,1,8,14
1,1,12,12
1,1,5,5
1,1,11,9
1,1,18,11
1,1,14,13
1,1,4,15
1,1,3,7
1,1,7,16
1,1,9,19
1,1,19,10
1,1,15,17
1,1,17,1
1,1,13,18
1,1,1,3
1,1,2,4
1,1,6,6
1,1,16,8
1,1,10,2
