tournamentId,matchNum,teamId,playerName,DBNOs,assists,damageDealt,kills,longestKill,revives,timeSurvived
1,4,19,LowParadox,0,0,0.0,0,0.0,0,1134
1,4,4,rdFelixArgyle,1,0,100.0,0,0.0,1,974
1,4,19,kotee228,0,0,0.0,0,0.0,0,287
1,4,11,DED_B_O6ED,1,1,378.06647,6,318.06873,3,1691
1,4,3,TonyKotana,0,0,280.70956,1,162.69527,0,1273
1,4,15,Sharkologia,0,0,0.0,0,0.0,0,1025
1,4,1,Teaplease_,0,0,0.0,0,0.0,0,291
1,4,7,kingilyaa,1,0,94.0,0,0.0,0,1529
1,4,5,RoninKraken1703,0,0,0.0,0,0.0,0,1128
1,4,18,jona_____,3,1,302.6098,0,0.0,1,1630
1,4,12,SsSoyer,3,3,815.9425,6,135.16278,3,1710
1,4,2,TesSsarion,0,0,0.0,0,0.0,0,1039
1,4,13,LawrenceCraft,1,0,38.838238,0,0.0,0,763
1,4,15,SadnesSxWeaknesS,0,0,0.0,0,0.0,1,1060
1,4,10,ssantt1,1,1,440.03613,2,15.141448,4,1473
1,4,18,HS_ZiP666,4,2,611.74036,2,187.6979,1,1630
1,4,3,BaH9_kpytou,0,0,214.10966,1,127.194725,0,682
1,4,9,Frolish,5,3,425.9265,0,0.0,4,1683
1,4,13,kickmehorse,0,0,0.0,0,0.0,0,110
1,4,3,Lirachka,0,0,24.6,0,0.0,0,623
1,4,2,hiles8,3,0,393.78464,2,5.5286603,0,1297
1,4,14,50max,0,0,31.11624,0,0.0,0,1037
1,4,14,NE_SOLI,1,0,112.97192,0,0.0,0,1043
1,4,13,Zizokko,0,0,0.0,0,0.0,0,103
1,4,6,vbunkere67,1,2,251.7153,1,8.092223,0,1125
1,4,1,midasVeno,0,0,0.0,0,0.0,0,305
1,4,11,kAkASHi_KONCH,1,1,20.600002,1,3.8291001,2,1271
1,4,11,Pure_Sosop,1,0,23.07929,1,112.829094,3,1691
1,4,14,KeyLanaBanana,0,0,0.0,0,0.0,0,1052
1,5,15,poloz0k,4,3,894.9316,5,149.6179,3,1849
1,5,15,SadnesSxWeaknesS,0,0,0.0,0,0.0,0,956
1,5,1,midasVeno,0,1,30.445312,0,0.0,0,1226
1,5,14,KeyLanaBanana,0,0,0.0,0,0.0,0,564
1,5,3,Lirachka,0,0,0.0,0,0.0,1,1349
1,5,10,ygort123,0,0,34.92237,0,0.0,0,877
1,5,5,RoninKraken1703,0,1,64.34999,0,0.0,0,1673
1,5,11,kAkASHi_KONCH,0,0,63.14896,0,0.0,0,1109
1,5,14,S_trannik,0,0,93.6,0,0.0,0,1055
1,5,7,kingilyaa,1,0,63.296097,1,28.261963,0,1041
1,5,2,RaiVer59,0,0,0.0,0,0.0,0,813
1,5,3,TonyKotana,1,1,100.00001,1,380.62253,3,1390
1,5,6,bogatir,3,1,453.96942,2,100.96382,0,1187
1,5,10,60M_6EP,2,0,200.0,1,64.251686,0,1136
1,5,13,Zizokko,2,0,363.53516,0,0.0,0,1846
1,5,15,Sharkologia,1,1,273.85156,1,37.851048,1,1849
1,5,13,LawrenceCraft,1,0,234.77661,2,257.1559,0,1846
1,5,9,Rocketq_q,0,0,0.0,0,0.0,0,1037
1,5,19,LowParadox,0,0,41.17647,0,0.0,0,955
1,5,2,hiles8,1,0,107.89242,0,0.0,0,829
1,5,3,Abq_elitetv,0,0,116.82794,1,8.904866,1,1310
1,5,11,DED_B_O6ED,2,0,231.41748,1,409.31094,0,1100
1,5,10,ssantt1,0,0,0.0,0,0.0,0,867
1,5,13,kickmehorse,4,0,490.07306,4,225.85089,0,1846
1,5,11,Akitsyokai,0,0,128.40523,0,0.0,0,1074
1,5,2,KyRench,0,0,27.927788,0,0.0,0,814
1,5,6,vbunkere67,1,0,127.83322,1,247.34674,1,1234
1,5,16,Takumiha,1,2,82.17998,2,48.477505,0,1434
1,5,18,Zoovoo_,0,0,0.0,0,0.0,0,874
1,5,4,GazBro27,2,0,226.80559,1,36.061882,3,1544
1,5,14,50max,0,0,46.795444,0,0.0,1,1055
1,5,12,TBJpro,1,0,344.90598,1,3.5185068,0,989
1,5,11,Pure_Sosop,0,0,90.88182,0,0.0,0,1109
1,5,18,HS_ZiP666,0,0,44.414993,0,0.0,0,874
1,5,8,Sharuse,1,1,99.80187,0,0.0,0,1074
1,5,1,Ps1h_,1,0,145.98883,2,62.67796,0,1331
1,5,9,Frolish,0,0,60.240063,0,0.0,0,1067
1,5,12,wisdm,0,0,80.55,0,0.0,0,632
1,5,6,Temka_001,1,2,220.18092,3,303.73535,0,1246
1,5,5,Amlaith,0,0,222.76112,0,0.0,0,1670
1,5,17,Platochek46,3,1,249.78123,0,0.0,0,1552
1,5,19,kotee228,3,0,341.9331,3,24.018518,0,955
1,5,14,NE_SOLI,1,0,100.0,0,0.0,0,615
1,5,18,jona_____,0,0,0.0,0,0.0,0,874
1,5,5,ArtLaw,3,2,690.64136,5,155.5934,0,1679
1,5,1,MovingAVG,0,0,99.56812,0,0.0,0,1250
1,5,7,dallas1995,0,0,0.0,0,0.0,1,1041
1,5,2,TesSsarion,0,0,26.549969,0,0.0,0,776
1,5,12,Satamet,0,0,0.0,0,0.0,0,84
1,5,16,Ex_He_3a6aHuJlo,3,1,470.77908,4,368.00964,0,1434
1,5,4,rdFelixArgyle,1,0,65.08015,0,0.0,0,1174
1,5,4,SHOULD_YT-_-,0,0,137.95177,0,0.0,0,1430
1,5,17,ponyash,4,2,742.8103,3,145.93138,2,1552
1,5,1,Teaplease_,0,0,57.941444,0,0.0,1,1221
1,5,16,NONAME_RD7939,2,2,919.8718,3,266.3091,0,1434
